url,description,price,level,category,rating,seller
https://accountsplace.co.ke/ads/brand_new_vipwriters_male_profile1752576229," Brand-new vipwriters, male profile"," 7,500",New,Academic,New,JosMac
https://accountsplace.co.ke/ads/brand_new_essayshark_technical_subjects_kenyan_profile1752576577," Brand-new Essayshark technical subjects, Kenyan profile"," 12,000",New,Academic,New,JosMac
https://accountsplace.co.ke/ads/brand_new_studydaddy_linked_with_paypal1752576287, Brand-new Studydaddy linked with Paypal," 4,000",New,Academic,New,JosMac
https://accountsplace.co.ke/ads/writerslab_freshman_rated_94_completed_2400_orders_1_order_in_progress_available_at_63k_inclusive_621752580341, Writerslab Freshman  Rated 94% Completed 2400+ Orders  1 Order in Progress  Available@63K Inclusive $62," 63,000",FRESHMAN,Academic,94%,Nelkev Mwambai
https://accountsplace.co.ke/ads/edusson_20_mixed_friendly_subjects_done_12_orders_rated_47_student_id1752580591," EDUSSON 20+ MIXED FRIENDLY SUBJECTS DONE 12 ORDERS RATED 4.7 , STUDENT ID"," 25,000",BEGINNER,Academic,4.7,Nelkev Mwambai
https://accountsplace.co.ke/ads/brand_new_sweetstudyhomeworkmarket1752576414, Brand-new Sweetstudy/homeworkmarket," 2,500",New,Academic,New,JosMac
https://accountsplace.co.ke/ads/writerbay_beginner_indian_done_3_orders_rated_5_no_warning_no_qcs1752582084," ⭐WRITERBAY BEGINNER INDIAN DONE 3 ORDERS RATED 5*, NO WARNING NO QCS"," 45,000",Beginner,Academic,5,Evans kombo
https://accountsplace.co.ke/ads/essaypro_on_quick_sale_done_5000_orders_rated_55_100_bid_limit_120_super_clean1752563310, Essaypro ON Quick Sale. Done 5000+ Orders. Rated 5/5* 100%. Bid Limit 120. Super clean," 445,000",Active,Academic,5/5* 100%,Samm
https://accountsplace.co.ke/ads/essaypro_on_quick_sale_profile_rated_100_and_55_done_19k_orders_bid_limit_25024_hrs1752564473, Essaypro On Quick Sale Profile. Rated 100% and 5/5. Done 19k+ Orders. Bid Limit 250/24 Hrs., 1,Active,Academic,5/5* 100%,Samm
https://accountsplace.co.ke/ads/academia_reserach_senior_advance_biology_done_500_orders_rated_94101752563707, Academia reserach Senior Advance (Biology). Done 500+ Orders. Rated 9.4/10.," 77,000",Senior Advance,Academic,9.4/10,Samm
https://accountsplace.co.ke/ads/nanunua_all_levels_academia_research_accounts_readt_cash1752569779, Nanunua All LEVELS Academia Research Accounts. Readt Cash," 55,000",All Levels,Academic,9/10,Samm
https://accountsplace.co.ke/ads/academia_top_premium_12_takes_12_subjects_clean_with_prime_subjects_as_top_premium_and_premium_level_8_in_progress_super_clean_and_active1752565379," Academia Top Premium 12 Takes. 12+ Subjects. Clean with prime subjects as Top premium and Premium Level, 8 In Progress  Super Clean and Active"," 410,000",Top Premium,Academic,9.3/10 🔥,Samm
https://accountsplace.co.ke/ads/academia_research_senior_advance_biology_4_subjects_super_clean1752568455, Academia Research Senior Advance (Biology). 4 Subjects. Super clean," 55,000",Senior Advance (4 Takes),Academic,9.4/10,Samm
https://accountsplace.co.ke/ads/tsm_bronze_level_on_quick_sale_done_1k_orders_active_payooner_and_profile_owner_available1752563408, TSM Bronze Level on Quick Sale. Done 1k+ Orders. Active. Payooner and Profile Owner available," 107,500",TSM Bronze,Academic,5/5*,Samm
https://accountsplace.co.ke/ads/academia_research_advance_level_3_clean_subjects_done_470_orders_rated_91101752570017, Academia Research ADVANCE Level. 3 Clean Subjects. Done 470+ Orders. Rated 9.1/10," 78,000",Advance 3 Takes,Academic,9.1/10,Samm
https://accountsplace.co.ke/ads/writerslabs_freshman_942k_orders_done_1_running_order_45k_inclusive_of_70_balance1752571669," Writerslabs freshman 94%,2k+ orders done, 1 running order,  45k inclusive of $70 balance"," 45,000",FRESHMAN,Academic,94%,Morris Kamau
https://accountsplace.co.ke/ads/texting_factory_non_native_available_used_rated_86_available_texting_factory_native_new_uk_with_grey_and_proxy_availabletexting_factory_non_native_available_used_rated_86_available1752572474, Texting factory non native available used rated 8.6 available  Texting factory native new UK with grey and proxy availableTexting factory non native available used rated 8.6 available," 18,000",New,Other,8.6,Muchiri Jackson
https://accountsplace.co.ke/ads/chat_from_home_at_10k_only_non_native1752573291, Chat from home @10k only non native," 10,000",8.5,Transcription,8.5,daniel daniel
https://accountsplace.co.ke/ads/edusson_expert_technical_done_100_orders_cs_85_60k1752571174, EDUSSON EXPERT TECHNICAL DONE 100 ORDERS CS 85%   60K💯🔥💯," 60,000",Used,Academic,Used,Oscar
https://accountsplace.co.ke/ads/tsm_bronze_completed_180_orders_one_active_order_95k_inclusive_of_84_balance1752572134," Tsm bronze completed 180 orders, one active order 95k inclusive of $84 balance"," 95,000",Tsm bronze,N/A,,Morris Kamau
https://accountsplace.co.ke/ads/selling_usa_prolific_in_bulk_wholesale_n_retail1752573186, Selling USA prolific in bulk wholesale n retail," 15,000",New verified,Transcription,New verified,transcription accounts dealer
https://accountsplace.co.ke/ads/8_usa_prolific_with_mothly_proxy_available1752573345, 8 USA prolific with mothly proxy available," 15,000",New,Transcription,New,daniel daniel
https://accountsplace.co.ke/ads/removing_waiting_list_and_hold_on_prolific_at_2500_only1752573775, Removing waiting list and hold on prolific @2500 only," 25,000",New,Transcription,New,transcription accounts dealer
https://accountsplace.co.ke/ads/studypool_partner_top_tutor_rated_100_after_completing_13_orders_4_nice_badges_business_humanities_health_med_and_writing_argentina_profile1752551882," Studypool Partner Top Tutor; rated 100% after completing 13 orders; 4 nice badges (Business, Humanities, Health med., and WRITING). Argentina profile"," 88,000",Top Tutor,Academic,100%,Mutinda Wambua
https://accountsplace.co.ke/ads/studypool_top_tutor_160_orders_98_3_badges_writing_humanities_and_excel_active1752551830," Studypool Top Tutor; 160+ orders; 98%; 3 badges [WRITING, Humanities, and Excel]. Active"," 40,000",Top Tutor,Academic,98%,Mutinda Wambua
https://accountsplace.co.ke/ads/studypool_top_tutor_rated_99_after_doing_98_orders_5_good_badgez_humanities_health_med_economics_science_and_writing_active1752551931," Studypool Top Tutor; rated 99% after doing 98 orders; 5 good badgez (Humanities, Health med., Economics, Science, and WRITING). Active"," 48,000",Top Tutor,Academic,99%,Mutinda Wambua
https://accountsplace.co.ke/ads/studypool_standard_110_orders_94_4_badges_business_humanities_writing_and_law_very_cheap1752551738," Studypool standard: 110+ orders: 94%: 4 badges (Business, Humanities, WRITING, and Law). Very cheap"," 7,500",Standard,Academic,94%,Mutinda Wambua
https://accountsplace.co.ke/ads/writerslabs_done_2000_orders_1_in_progress_freshman_at_50k_inclusive_of_70_dollars1752551994, Writerslabs done 2000 orders 1 in progress freshman at 50k inclusive of $70 dollars," 50,000",Used,Academic,Used,Oscar
https://accountsplace.co.ke/ads/writershub_senior_kpi_10_10_takes_done_120_orders_30k1752555407, WRITERSHUB SENIOR KPI 10 10 TAKES DONE 120 ORDERS 30K," 30,000",USED,Academic,USED,Oscar
https://accountsplace.co.ke/ads/edusson_advanced_cs_45_2_in_progress_done_200_orders_pure_non_tec_cert_account_at_55k1752555519, EDUSSON ADVANCED CS 45 2 IN PROGRESS DONE 200 ORDERS PURE NON TEC CERT ACCOUNT AT 55K," 55,000",used,Academic,used,Oscar
https://accountsplace.co.ke/ads/uvocorp_college_middle_b_50_pc_recently_evaluated_2_takes_90k1752555674, UVOCORP COLLEGE MIDDLE B 50 PC  RECENTLY EVALUATED 2 TAKES 90K," 90,000",USED,Academic,USED,Oscar
https://accountsplace.co.ke/ads/uvocorp_technical_cd_programming_80pc_used_3_takes_90k1752555569, UVOCORP TECHNICAL CD PROGRAMMING 80PC USED 3 TAKES 90K," 90,000",USED,Academic,USED,Oscar
https://accountsplace.co.ke/ads/studypool_partner_3_budges1752557983," 🧣🔥 STUDYPOOL PARTNER, 3 budges  ✌️✌️"," 54,000",Raising star,Academic,100,George writer
https://accountsplace.co.ke/ads/studybay_expert_leve_rated_5_star_cpp_61752555807, STUDYBAY EXPERT LEVE RATED 5 STAR CPP 6," 25,000",USED,Academic,USED,Oscar
https://accountsplace.co.ke/ads/edusion_completed_200_orders_mixed_subjects_37_subjects1752558254," 🔥EDUSION, completed 200 orders (MIXED SUBJECTS)- 37 subjects 🔥✌️"," 45,000",intermediate,Academic,30,George writer
https://accountsplace.co.ke/ads/us_uk_canada_onlyfans_chatter_accounts_available1752561133," US, UK & Canada OnlyFans Chatter Accounts Available"," 8,000",Brand New & Used Accounts,Transcription,,Ambrose Gitau
https://accountsplace.co.ke/ads/top_sale_studybay_sage_level_completed_16k_orders_rated_5_good_earnings_history_calltext1752558835," Top Sale! Studybay Sage level completed 16K orders rated 5, good earnings history  Call/Text"," 5,000,000",used,Academic,used,Oscar
https://accountsplace.co.ke/ads/sweetstudy_honework_market1752561687, SweetStudy / Honework Market," 200,000",Premium,N/A,4.9,Morris K
https://accountsplace.co.ke/ads/writerbay_new_indian_done_3_orders_no_qc_and_no_warning_going_for_just_40k_i_am_the_owner_07999670401752562840, writerbay new indian. Done 3 orders. no q/c and NO warning. going for just 40k. I am the owner. [REDACTED]," 40,000",bigginer,Academic,5/5,Hannah Gathu
https://accountsplace.co.ke/ads/on_offerwritedom_probation_plus_customization_ongoing1752563020, ON offer....Writedom Probation Plus Customization Ongoing," 47,500",Probation Plus,Academic,5/5*,Samm
https://accountsplace.co.ke/ads/transcription_staff_proofreader_account1752561501, transcription staff proofreader account," 7,000",proofreader,Transcription,,Rose
https://accountsplace.co.ke/ads/essaypro_800_orders_99_5_good_bids1752521462," ESSAYPRO 800 ORDERS 99% 5*, GOOD BIDS"," 330,000",Active,Academic,5,Evans kombo
https://accountsplace.co.ke/ads/brand_new_writedom_probation_plus_level_plenty_of_jobs1752551696," Brand New writedom, Probation PLUS level. Plenty of jobs"," 45,000",Probation PLUS,Academic,Not rated,Mutinda Wambua
https://accountsplace.co.ke/ads/essaypro_9500_orders_100_5_orders_in_progress_bids_above_2001752521414," ESSAYPRO 9500 ORDERS 100% 5*, ORDERS IN PROGRESS, BIDS ABOVE 200,"," 1,060,000",Active,Academic,5,Evans kombo
https://accountsplace.co.ke/ads/61752563096, 𝐓𝐒𝐌 𝐔𝐧𝐫𝐚𝐧𝐤𝐞𝐝 𝐎𝐍 𝐐𝐮𝐢𝐜𝐤 𝐒𝐚𝐥𝐞. 𝐀𝐜𝐭𝐢𝐯𝐞 𝐃𝐨𝐧𝐞 6𝟎+ 𝐎𝐫𝐝𝐞𝐫𝐬. 𝐏𝐚𝐲𝐨𝐨𝐧𝐞𝐫 𝐚𝐧𝐝 𝐒𝐢𝐦𝐜𝐚𝐫𝐝 𝐀𝐯𝐚𝐢𝐥𝐚𝐛𝐥𝐞.," 75,000",TSM Unranked,Academic,5/5*,Samm
https://accountsplace.co.ke/ads/selling_essaypro1752518764, Selling Essaypro," 750,000",Active,N/A,100%,John muli
https://accountsplace.co.ke/ads/quick_sale1752518812, QUICK SALE," 650,000",Active,Other,100%,John muli
https://accountsplace.co.ke/ads/on_sale1752518848, ON SALE!🔥," 790,000",Active,N/A,99,John muli
https://accountsplace.co.ke/ads/1752519060, 🔥🔥🔥," 700,000",Active,N/A,99,John muli
https://accountsplace.co.ke/ads/selling_scribie_ai_quality_checker1752518856, selling scribie .ai quality checker," 25,000",new,Transcription,new,transcription accounts dealer
https://accountsplace.co.ke/ads/quick_sale1752518985, Quick sale," 320,000",Active,N/A,99,John muli
https://accountsplace.co.ke/ads/e_moderators_usa_and_uk_available1752519034, e moderators usa and uk available," 35,000",new,Transcription,new,transcription accounts dealer
https://accountsplace.co.ke/ads/essaypro_6700_orders_99_5_limit_210_several_in_progress1752523389, Essaypro 6700+ orders 99% 5*  limit 210  several in progress," 850,000",Active,Academic,5,Evans kombo
https://accountsplace.co.ke/ads/still_available_atlantic_writers_smart_1000_orders_with_13_in_progress_cpp_minimum_451752523336," ⭐STILL AVAILABLE, ATLANTIC WRITERS SMART 1000 ORDERS WITH 13 IN PROGRESS, CPP MINIMUM $4.5"," 580,000",Active,Academic,5,Evans kombo
https://accountsplace.co.ke/ads/selling_atlantic_writers_done_100_orders_51752521510, SELLING ATLANTIC WRITERS DONE 100 ORDERS 5*," 260,000",Active,Academic,5,Evans kombo
https://accountsplace.co.ke/ads/new_fiverr_us_account1752544143, New Fiverr US Account," 2,499",New Seller,N/A,5/5,Jude Muema
https://accountsplace.co.ke/ads/studypool_partner_rising_star_3_orders_3_badges_business_humanities_and_economics_affotrdable1752551521," Studypool Partner Rising star; 3 orders; 3 badges (Business, Humanities, and Economics). Affotrdable"," 49,000",Rising star,Academic,100%,Mutinda Wambua
https://accountsplace.co.ke/ads/new_kenyan_fiverr_account1752544381, New Kenyan Fiverr Account," 2,000",New Seller,N/A,5/5,Jude Muema
https://accountsplace.co.ke/ads/just_in_studypool_standard_level_150_orders_rating96_5_badges_business_writing_humanities_health_medical_and_powerrpoint_active1752551554," Just in"" Studypool standard level, 150+ orders; rating:::96%; 5 badges [Business, WRITING, Humanities, Health medical, and powerrpoint]. Active"," 20,000",Standard,Academic,96%,Mutinda Wambua
https://accountsplace.co.ke/ads/studypool_top_tutor_acc_completed_30_orders_rated_97_5_subject_badges_business_health_med_math_engineering_and_programming_affordable1752551592," Studypool Top Tutor acc;; completed 30 orders;; rated 97%;; 5 subject badges (Business, Health med., Math, Engineering, and Programming). Affordable"," 25,000",Top Tutor,Academic,97%,Mutinda Wambua
https://accountsplace.co.ke/ads/studypool_top_tutor_2300_orders_97_9_badges_business_humanities_writing_economics_science_comp_science_math_programming_and_powerpoint1752551626," Studypool Top Tutor, 2300+ orders, 97%, 9 badges (Business, humanities, WRITING, Economics, Science, Comp Science, Math, Programming, and PowerPoint)"," 85,000",Top Tutor,Academic,97%,Mutinda Wambua
https://accountsplace.co.ke/ads/rare_offer_studypool_top_tutor_3400_orders_96_7_badges_business_humanities_health_medical_writing_economics_science_and_comp_science1752551653," 🔥RARE OFFER🔥 Studypool Top Tutor, 3400+ orders, 96%, 7 badges (Business, Humanities, Health medical, WRITING, Economics, Science, and Comp Science)🔥"," 60,000",Top Tutor,Academic,96%,Mutinda Wambua
https://accountsplace.co.ke/ads/transcribio_level_3_and_4_available_good_rating1752573836, Transcribio level 3 and 4 available good rating," 35,000",4.6,Transcription,4.6,transcription accounts dealer
https://accountsplace.co.ke/ads/writershub_junior_writer_done_less_than_20_orders_active_5_takes_kpi_351752563236, Writershub JUNIOR Writer. Done less than 20 orders. Active. 5 Takes. KPI 35," 21,500",Junior Writer,Academic,KPI 35,Samm
https://accountsplace.co.ke/ads/brand_new_edusson_beginner_cert_purely_non_technical_done_adaptation_test_with_access_to_orders1752483246," Brand New Edusson Beginner Cert, Purely Non Technical. Done Adaptation Test with access to Orders"," 87,500",Beginner Level,Academic,5/5*,Samm
https://accountsplace.co.ke/ads/writedom_probation_plusregular_newly_customized_at_42k_available1752483259, Writedom Probation Plus/Regular Newly Customized @ 42K Available.," 50,000",REGULAR,Academic,N/A,Marcus001
https://accountsplace.co.ke/ads/uvo_college_50_available1752483330, Uvo College 50% Available.," 95,000",COLLEGE,Academic,50%,Marcus001
https://accountsplace.co.ke/ads/edusson_non_technical_degree_certificate_new_available1752483504, Edusson Non Technical Degree Certificate New Available.," 95,000",NEW,Academic,N/A,Marcus001
https://accountsplace.co.ke/ads/academia_research_advanced_95_business_200_orders_available1752483460, Academia Research Advanced 9.5 Business 200+ Orders Available.," 65,000",ADVANCED,Academic,9.5,Marcus001
https://accountsplace.co.ke/ads/homeworkforyou_rated_910_1000_projects_with_payment_method_available1752483395, HomeworkForYou Rated 9/10 1000+ Projects with Payment Method Available.," 150,000",ADVANCED,Academic,9.5,Marcus001
https://accountsplace.co.ke/ads/essayshark_technical_bachelors_b_new_available1752483698, EssayShark Technical Bachelors B New Available.," 15,000",NEW,Academic,N/A,Marcus001
https://accountsplace.co.ke/ads/writerslabs_brand_new_kenyan_profile_brand_new_available1752483747, Writerslabs Brand New Kenyan Profile Brand New Available.," 55,000",FRESHMAN,Academic,100%,Marcus001
https://accountsplace.co.ke/ads/writerbay_beginner_kenyan_profile_rated_47_20_orders_available1752483958," Writerbay Beginner Kenyan Profile Rated 4.7, 20 Orders Available."," 65,000",BEGINNER,Academic,4.7,Marcus001
https://accountsplace.co.ke/ads/active_tsm_group_kenyan_profile_unranked_45_orders_with_good_stats_all_credentials_intact_available1752484163," Active TSM Group Kenyan Profile Unranked 45 Orders with Good Stats , all credentials intact Available"," 85,000",ADVANCED,Academic,100%,Marcus001
https://accountsplace.co.ke/ads/focus_forward_rated_available1752484241, Focus Forward Rated Available 🔥🔥," 20,000",NEW,Transcription,95%,Marcus001
https://accountsplace.co.ke/ads/studypool_top_tutor_200_orders1752494291, Studypool Top Tutor 200+ orders," 60,000",Top Tutor,N/A,98/100,Evans Odhiambo
https://accountsplace.co.ke/ads/writedom_probation_done_10_orders1752494355, Writedom Probation+ done 10+ orders," 25,000",Probation+,N/A,unrated,Evans Odhiambo
https://accountsplace.co.ke/ads/academia_research_top_premium_95_2000_orders_business_management_finance_accounting_education_available1752484469," Academia Research Top Premium: 9.5 2000+ Orders Business & Management, Finance, Accounting , Education Available."," 360,000",TOP PREMIUM,Academic,9.5,Marcus001
https://accountsplace.co.ke/ads/writerbay_kenyan_profile1752494666, Writerbay Kenyan Profile," 60,000",Beginner levels,N/A,4.72/5,Evans Odhiambo
https://accountsplace.co.ke/ads/new_edusson_degree_cert_with_access_to_orders_purely_non_technical_all_docs_ready_and_adaptation_done1752496443," NEW EDUSSON, DEGREE CERT WITH ACCESS TO ORDERS. PURELY NON TECHNICAL, ALL DOCS READY AND ADAPTATION DONE!!"," 90,000",NEW,Academic,N/A,Collins Muthomi
https://accountsplace.co.ke/ads/mercor_account_available_pays_20_per_hr1752498293, mercor account available pays 20$ per hr," 35,000",new,Transcription,new,transcription accounts dealer
https://accountsplace.co.ke/ads/essaypro_5_100_completed_over_5000_orders_manager_martha1752509737," Essaypro 5*, 100% completed over 5000 orders , manager Martha"," 440,000",Used,Academic,100%,JosMac
https://accountsplace.co.ke/ads/essaypro1752515094, ESSAYPRO," 340,000",99%,N/A,5/5,Clinton Kedogo
https://accountsplace.co.ke/ads/7_text_factory_native_available_at_18k_each1752517499, 7 text factory native available@18k each," 18,000",8.5,Transcription,8.5,transcription accounts dealer
https://accountsplace.co.ke/ads/brand_new_technical_edusson_account_on_quick_sale_8_subjects_super_clean_with_access_to_orders1752482651, Brand New TECHNICAL Edusson Account on Quick Sale. 8+ Subjects. Super clean. With access to orders," 21,000",Beginner Level,Academic,5/5*,Samm
https://accountsplace.co.ke/ads/academia_research_senior_advance_on_quick_sale_business_account_11_takes_done_430_orders_rated_9510_super_clean1752482190, Academia Research SENIOR ADVANCE on Quick Sale. BUSINESS ACCOUNT ( 11 TAKES). Done 430+ Orders. Rated 9.5/10. Super clean," 145,000",SENIOR ADVANCE,Academic,9.5/10,Samm
https://accountsplace.co.ke/ads/documents_for_verification_of_accounts_available1752482044, DOCUMENTS FOR VERIFICATION OF ACCOUNTS AVAILABLE," 2,500",all,Other,100%,Jasmine
https://accountsplace.co.ke/ads/distress_sale_writedom_unrated_done_less_than_10_orders_with_8k_inside_inclusive_comes_with_bidding_bot1752470956, DISTRESS SALE WRITEDOM UNRATED DONE LESS THAN 10 ORDERS WITH 8K INSIDE INCLUSIVE COMES WITH BIDDING BOT," 22,000",USED,Academic,used,Oscar
https://accountsplace.co.ke/ads/samples_and_answers_for_account_applications_availableall_academic_and_article_accounts1752480796, Samples and answers for account applications available...ALL academic and Article accounts," 5,000",all,Other,100%,Jasmine
https://accountsplace.co.ke/ads/phipness_cw_connected_with_paypal1752474444, Phipness  cw connected with paypal," 20,000",Bw,Transcription,New,transcription accounts dealer
https://accountsplace.co.ke/ads/respondent_survey_accounts_availablepays_25_for_a_10_minute_survey_and_has_plenty_of_studies_and_surveys_payment_via_paypal_which_is_already_linked1752480937, Respondent survey accounts available..pays $25 for a 10 minute survey and has plenty of studies and surveys. Payment via paypal which is already linked," 22,000",new,Article,5/5,Jasmine
https://accountsplace.co.ke/ads/article_writing_training_and_accounts_available_in_bulk_both_for_newbies_and_experienced_writers_grab_yours_today_starting_from_20k1752481099, Article Writing Training and ACCOUNTS available in bulk both for newbies and experienced writers. Grab yours today starting from 20k," 20,000",all,Article,100%,Jasmine
https://accountsplace.co.ke/ads/grapedata_survey_account_usa_profile_available_earn_by_answering_short_surveys_payment_method_paypal_and_its_already_linked1752481231, Grapedata survey account USA profile available. Earn by answering short surveys. Payment method Paypal and its already linked," 15,000",new,Article,5/5,Jasmine
https://accountsplace.co.ke/ads/usa_numbers_for_verification_of_accounts_and_paypal_availablemonthly_subscription_3_months_and_1_year1752481349," USA numbers for verification of accounts and Paypal available...Monthly subscription, 3 months and 1 year"," 2,000",all,Other,5/5,Jasmine
https://accountsplace.co.ke/ads/crowd_content_level_2_available_with_managed_projects8_takes_and_pays_twice_a_week_via_paypal_tuesday_and_friday_pays_19_for_600_words1752481657, CROWD CONTENT LEVEL 2 AVAILABLE WITH MANAGED PROJECTS.8 TAKES AND PAYS TWICE A WEEK VIA PAYPAL (TUESDAY AND FRIDAY) PAYS $19 FOR 600 WORDS," 60,000",2,Article,5/5,Jasmine
https://accountsplace.co.ke/ads/proxies_for_all_countries_available_both_residential_and_static_proxiesdo_not_mess_your_account_by_using_the_wrong_proxyget_proxies_and_free_guidance_from_us1752481494, PROXIES FOR ALL COUNTRIES AVAILABLE. both residential and static proxies..Do not mess your account by using the wrong proxy..Get proxies and free guidance from us.," 1,000",all,Other,100%,Jasmine
https://accountsplace.co.ke/ads/writedom_regular_plus_on_quick_sale_done_20_orders_one_order_in_progress_rated_48501752481744, Writedom REGULAR PLUS on Quick Sale. Done 20+ Orders. One order in Progress. Rated 4.8/5.0," 55,000",Regular Plus,Academic,4.8/5*,Samm
https://accountsplace.co.ke/ads/writedom_probation_plus_done_7_orders_on_distress_sale1752481903, Writedom Probation Plus. Done 7 Orders. On Distress Sale," 33,500",Probation,Academic,Unranked,Samm
https://accountsplace.co.ke/ads/academia_reserach_senior_advance_biology_done_500_orders_rated_94101752481980, Academia reserach Senior Advance (Biology). Done 500+ Orders. Rated 9.4/10.," 72,000",Senior Advance,Academic,9.4/10,Samm
https://accountsplace.co.ke/ads/tsm_bronze_level_on_quick_sale_done_1k_orders_active_payooner_and_profile_owner_available1752482272, TSM Bronze Level on Quick Sale. Done 1k+ Orders. Active. Payooner and Profile Owner available," 115,000",TSM Bronze,Academic,5/5*,Samm
https://accountsplace.co.ke/ads/writershub_junior_writer_done_less_than_20_orders_active_5_takes_kpi_351752482352, Writershub JUNIOR Writer. Done less than 20 orders. Active. 5 Takes. KPI 35," 22,500",Junior Writer,Academic,KPI 35 CS 100%,Samm
https://accountsplace.co.ke/ads/essaypro_on_quick_sale_done_5000_orders_rated_55_100_bid_limit_120_super_clean1752482420, Essaypro ON Quick Sale. Done 5000+ Orders. Rated 5/5* 100%. Bid Limit 120. Super clean," 455,000",Active Used,Academic,5/5: 100%,Samm
https://accountsplace.co.ke/ads/on_offerwritedom_probation_plus_customization_ongoing1752482535, ON offer....Writedom Probation Plus Customization Ongoing," 43,500",Probation Plus,Academic,5/5*,Samm
https://accountsplace.co.ke/ads/brand_new_writerbay_beginner_level_indian_profile_same_traits_as_kenyan_profile1752574313," Brand-new writerbay beginner level, Indian profile ( same traits as Kenyan profile)"," 54,000",Beginner,Academic,5,JosMac
https://accountsplace.co.ke/ads/61752482591, 𝐓𝐒𝐌 𝐔𝐧𝐫𝐚𝐧𝐤𝐞𝐝 𝐎𝐍 𝐐𝐮𝐢𝐜𝐤 𝐒𝐚𝐥𝐞. 𝐀𝐜𝐭𝐢𝐯𝐞 𝐃𝐨𝐧𝐞 6𝟎+ 𝐎𝐫𝐝𝐞𝐫𝐬. 𝐏𝐚𝐲𝐨𝐨𝐧𝐞𝐫 𝐚𝐧𝐝 𝐒𝐢𝐦𝐜𝐚𝐫𝐝 𝐀𝐯𝐚𝐢𝐥𝐚𝐛𝐥𝐞.," 85,000",Unranked,Academic,100%,Samm
https://accountsplace.co.ke/ads/writerbay_beginner_rated_48_done_30_orders_no_qc_or_warning_kenyan_profile1752574377," Writerbay beginner rated 4.8 done 30+ orders , no QC or warning, Kenyan profile"," 78,000",Beginner,Academic,4.8,JosMac
https://accountsplace.co.ke/ads/essaywriters_academic_junior_level1752574472, Essaywriters academic junior level," 53,000",Junior level,Academic,100%,JosMac
https://accountsplace.co.ke/ads/writerbay_beginner_kenyan_no_warning_no_qcs_done_30_orders_one_order_in_progress1752582134, WRITERBAY BEGINNER KENYAN NO WARNING NO QCS DONE 30 ORDERS ONE ORDER IN PROGRESS," 69,000",Beginner,Academic,5,Evans kombo
https://accountsplace.co.ke/ads/atlantic_writers_done_1000_orders_minimum_cpp_45_rated_5_with_orders_in_progress1752582281, ATLANTIC WRITERS DONE 1000 ORDERS MINIMUM CPP $4.5 RATED 5* WITH ORDERS IN PROGRESS," 575,000",Smart,Academic,5,Evans kombo
https://accountsplace.co.ke/ads/selling_distress_sale_prowriterstime_writeslab_affiliate_very_cheap1752661325," Selling: Distress Sale Prowriterstime (Writeslab Affiliate), Very Cheap"," 38,000",New,Academic,5/5,King Don
https://accountsplace.co.ke/ads/4writers_university_level_3_takes_super_active1752660632, 4writers University level 3 Takes. Super active," 125,000",3 Takes University Level,Academic,97%,Samm
https://accountsplace.co.ke/ads/brand_new_edusson_purely_non_technical_subjects_cert_application_granted_orders_access1752584660," Brand-new Edusson purely non-technical subjects, cert application granted orders access"," 90,000",New,Academic,New,JosMac
https://accountsplace.co.ke/ads/edusson_intermediate_non_technical_subjects_with_composite_score_98_30_orders_student_id_application_on_sale1752649032," Edusson Intermediate non-technical subjects with composite score 98% 30 orders , Student ID application on sale"," 55,000",Used,Academic,Used,Oscar
https://accountsplace.co.ke/ads/writerdom1752661464, Writerdom," 50,000",Probation,N/A,4.9,samuel muthua
https://accountsplace.co.ke/ads/transcription_staff_proofreader_account_available1752662385, Transcription Staff Proofreader Account Available," 8,000",Proofreader,N/A,,Ambrose Gitau
https://accountsplace.co.ke/ads/writerslabs_freshman_account_with_94_rating_over_2k_orders_done_and_one_running_order_priced_at_60k_inclusive_of_70_balance_available1752697961, WRITERSLABS FRESHMAN ACCOUNT WITH 94% RATING OVER 2K ORDERS DONE AND ONE RUNNING ORDER PRICED AT 60K INCLUSIVE OF 70$ BALANCE AVAILABLE 🔥🔥🔥," 60,000",Active,Academic,Active,Brian
https://accountsplace.co.ke/ads/writedom_done_9_orders_with_1_order_on_progress_good_withdrawals1752399247," 👌⚡WRITEDOM Done 9 orders with 1 order on PROGRESS, GOOD WITHDRAWALS🙌✌️"," 47,000",Probation ++,Academic,4,George writer
https://accountsplace.co.ke/ads/edusson1752405046, Edusson," 45,000",Advanced,Academic,4.96,Catherine
https://accountsplace.co.ke/ads/writedom_probation_plus_rated_05_with_72_usd_on_sale_taja_bei_nikubless1752411393, Writedom probation plus rated 0.5 with 72 usd on sale Taja bei nikubless 🔥💥💯," 25,000",Used,Academic,Used,Oscar
https://accountsplace.co.ke/ads/edusson_purely_non_tech_expert_writer_cs_79_done_215_orders_rated_55_inclusive_of_dollars_inside_and_has_all_docs_and_profile_owner_ready1752399709," Edusson Purely Non Tech Expert Writer CS 79% Done 215 orders Rated 5/5 Inclusive of dollars inside, and has all docs and profile owner ready"," 149,000",EXPERT,Academic,5/5,kelvin mutwiri
https://accountsplace.co.ke/ads/uvocorp_college_middle_b_50_percent_on_sale1752418548, Uvocorp college middle b 50 percent on sale," 100,000",Used,Academic,Used,Oscar
https://accountsplace.co.ke/ads/prime_opinion_survey_account1752417058, Prime Opinion Survey Account," 10,000",4,Other,100,Onesmus Onyonka
